Name,Comment,Time,Likes,Reply Count
@gytispranskunas4984,"Are EV&#39;s green? Yes.<br>Is our Grid green, and ready for EV&#39;s ? NO.",2022-03-07T02:15:34Z,5,2
@douglasnisbet1189,There is nothing green about an electric car. They&#39;re great though. So comfortable and modern. But no one should be dumb enough to pretend they&#39;re saving the planet by driving a Tesla.,2022-03-05T14:11:52Z,10,7
@sukanya4498,May be there should be a documentary on it backed with some data ! That will help in understanding better,2022-03-04T13:49:28Z,6,1
@jordanhall4123,A horse 🐎 is the silver bullet,2022-02-27T01:51:47Z,1,0
@dinahcharles6030,"Then when they get wrecked, totaled by the millions every year they go to the land fill and more waste sent to poor countries",2022-02-26T07:13:24Z,0,0
@freebie808,Zero,2022-02-25T13:01:25Z,1,0
@davidjma7226,In Adelaide South Australia there has been an all electric solar powered bus for at least 15 years!,2022-02-25T05:25:42Z,47,1
@user-qd5kx8yb7y,DON&#39;T STARE. HELP UKRAINE.,2022-02-25T00:47:13Z,0,0
@Calum_S,Plus electric car owners drive more than their IC engine powered counterparts.,2022-02-24T23:50:47Z,0,1
@hfpewe7872,Depends on color type.,2022-02-24T23:21:23Z,3,0
@williamgoss4691,"A provocative and informative doc on the CO2 Pollution caused by Electric Vehicles (EV’s) during their construction, (especially of their Batteries and the rare metal used), and during their driving life; ofc the Pollution caused by driving an EV depends largely on how the Elec used to charge EV’s is generated !",2022-02-24T21:05:06Z,3,1
@elliotnicklinmusic,"Western civilisation is diabetic, no way our infrastructure is agile enough to develop in time for that target date",2022-02-24T16:45:29Z,0,0
@u36ma,"Tesla started to move away from cobalt in batteries in the middle of 2020. Mainly because of cost rather than altruistic ambition, but hey, whatever helps.",2022-02-24T16:41:54Z,65,6
@lucaslouzada44,Let’s abandon cars altogether and go back tô the caves and enjoy the environmentally perfect life of hunter-gatherers…,2022-02-24T15:55:39Z,2,0
@sliph73,remember when plastic was going to save the world ????,2022-02-24T13:02:10Z,0,0
@GlennBroadway,"Tell half the story, get half the picture. No mention of electricity used in oil refining. No mention of the cost savings (in co2) of the improved reliability. No mention of moving parts around the world in producing ICEs. So backward thinking.",2022-02-24T12:52:35Z,0,0
@UKgamer87,Its not complicated EVs are greener than ice cars. They offset their carbon footprint in less than a year and won&#39;t produce any emissions ever. The life span of batteries can be over 15 years after that they can be used for 15-20 years as static storage before being recycled to get the rare elements back. Meanwhile petrol uses 90% of mined cobalt in it&#39;s desulphurisation process.,2022-02-24T12:45:23Z,19,5
@isabellatambwe9525,"So local manufacturing is the key, solar power and doing away with child labour would be the best things. One company cannot earn it all",2022-02-24T12:37:35Z,17,0
@bugsygoo,"EVs create less brake pollution because they can use their engine to slow down. And it isn&#39;t the fault of the EV manufacturer that the grid isn&#39;t green. That is no argument against EVs. The economy has to dercarbonise, and electric cars are one piece of that puzzle. It&#39;s up to electricity providers to dercarbonise their product, not EV manufacturers.",2022-02-24T11:43:48Z,36,22
@onemorechris,Petrol cars have all the problems mentioned in this video related to EVs AND the fossil fuel problems.,2022-02-24T11:20:47Z,19,5
@dudeguy7347,"If you really wanna drive a green vehicle, go to a scrapyard and find a 1989-1994 manual transmission Geo Metro that will get you 45-52 mpg combined, have it restored and drive it til the frame breaks apart and  no longer can be driven. Ive owned one for two years. best car ive ever owned",2022-02-24T11:02:07Z,11,2
@liamgriffiths4658,"The  biggest consumer of cobalt is the petrochemical industry. The exploration, extraction, refining, transportation and distribution of petrochemicals uses vast quantities of energy. Cobalt and lithium can be recycled with the political will. Can diesel and petroleum be recycled? Tailpipe emissions from ICE engines are highly toxic and carcinogenic, and pumped directly out into the local immediate environment for us to unwittingly respire. The point about reducing the use of vehicles is a valid one. Automation of transportation could help reduce the need for vehicle ownership, something EV’s are particularly suitable for. Also read amnesty internationals report regarding artisanal mining in DRC please Guardian.",2022-02-24T11:02:02Z,1,0
@shannonzittlow8462,I still like natural gas use for ICE fuel myself,2022-02-24T10:23:02Z,0,1
@miguelsoliz772,"Joe Rogan podcast with Steven Koonan touched on this and more, check it out people",2022-02-24T10:09:42Z,2,0
@aussietruckphotosandmodels8510,Get your head out the sand and have a look around......Climate change is going exactly the way the Chinese and Russians want,2022-02-24T10:03:24Z,0,0
@themrlundis,"Discussing the impacts of battery production in relation to cars without even mentioning the massive environmental impact of fossil fuel production is ridiculous. <br><br>This really isn’t that complicated. EVs are significantly better than ICE cars, and less or no cars are way better than both.",2022-02-24T09:51:55Z,35,7
@michaelrch,"So the Guardian is now using a climate denier publishing in a Murdoch paper as a source at <a href=""https://www.youtube.com/watch?v=Chp9VlSs25c&amp;t=180"">3:00</a>? 😱<br>What the F guys? Seriously.",2022-02-24T09:51:18Z,9,5
@AoyagiAichou,Battery cars are truly a religion. Check Wendover&#39;s recent video on this subject if you want some information without this cultism.,2022-02-24T09:48:41Z,3,1
@sanchog5704,Legalise fracking!!,2022-02-24T09:46:02Z,1,0
@misosoppa3279,"Maybe we should stop having such a car-centric approach to &quot;saving&quot; the environment? One diesel bus can fit a 100 EV drivers, and one high speed train can fit as many as 1400 EV drivers! Imagine how much better that is for the environment!",2022-02-24T09:44:28Z,320,35
@peteradaniel,"Stop lecturing us on personal responsibility when you jettison the chances of the only politicians to promote substantial initiatives on green, public transport alternatives.",2022-02-24T09:16:03Z,6,2
@stackstacksaveuk5350,Electric is the way,2022-02-24T09:09:27Z,4,0
@citizensclimatelobbyuk8673,"<a href=""https://www.youtube.com/watch?v=Chp9VlSs25c&amp;t=180"">3:00</a> Why are you citing Björn Lomborg in the Wall Street Journal as a reputable study? He is a climate change denier and paid shill for the fossil fuel industry, publishing in a Murdoch paper that is also opposed to action on climate change.",2022-02-24T09:08:18Z,1,0
@michaelrch,"<a href=""https://www.youtube.com/watch?v=Chp9VlSs25c&amp;t=180"">3:00</a> ok guys. You just blew it here. <br>You are citing BJÖRN LOMBORG in the Wall Street Journal as your study!!! Are you insane? This guy is a well known hack and shill for the fossil fuel industry. He is a climate change denier, publishing in a free market Murdoch paper in the US. You should be ashamed of yourselves!! 🤬",2022-02-24T09:04:32Z,1,0
@blank.9301,Let&#39;s use ecosia,2022-02-24T09:00:46Z,6,0
@michaelrch,"And seriously, are you going to complain about the problems of pay and conditions for mining of materials for batteries while totally ignoring the fact that this goes on at a scale orders of magnitude larger for the materials for producing ICE engines and the BILLIONS of tons of dirty fuel they use every year?!<br>Yes, conditions for miners are often terrible, but that is common to all mining. The cause is capitalism, not batteries FFS.",2022-02-24T09:00:35Z,23,5
@michaelrch,Child labour in Cobalt production all but ended years ago. And guess which industry uses the majority of cobalt? The FOSSIL FUEL INDUSTRY in the refining of gasoline.<br>Try harder guys. This is not well enough researched.,2022-02-24T08:55:57Z,1,0
@MichaelDreksler,Shouldn&#39;t someone mention hydrogen for storing electricity rather than heavy-metal loaded cells in most current EVs?,2022-02-24T08:50:18Z,4,6
@dr.santhoshbhaskar4727,Great Information..,2022-02-24T08:45:14Z,0,2
@JJONNYREPP,"How green are electric cars?   0842am  24.2.22  well... there is one electric power up point in bacup, rawtenstall and....err.... i think that&#39;s about it. i dont drive - so i can smugly claim to be greener than you or him... i&#39;m sure the genius suggested water could be used to power cars without too much hassle (many moons ago in your strive for a greener society)... you kids are juts shifting the problem from one point in the eco crisis to another...",2022-02-24T08:44:37Z,0,0
@JK_JK_JK_JK,The Price of Bitcoin Is Dropping faster than Putins Trust! 😳😲😳,2022-02-24T08:41:46Z,3,0
